"","Intercept","TRAITmean","TRAITdiff","STATEmean","STATEdiff","BPdiff"
"1",0.1837153090898,0.104337221366743,0.281954167042078,0.0753713735428735,0.0182408071021935,-0.0113599689898554
"2",0.128925402812576,0.285704493279643,-0.0804084019520545,-0.251305940970163,-0.0012886707733542,0.0363553679225642
"3",0.111279589273399,0.259073498826508,0.204874939290479,-0.0846823281464473,0.126022458559878,-0.158540679070887
"4",0.106794587630154,0.196647342403566,0.14888111194869,-0.196316307159862,-0.0876499623593694,-0.143069306605878
"5",0.0378667158633822,0.271886295681942,0.119152701676965,-0.0476761617633479,-0.0683678316239481,-0.029704935179406
"6",0.160560441287125,0.333953433162853,0.0899091803919249,-0.172911414620915,0.106876431175589,-0.0856734648175118
"7",0.108906542015816,0.290459903128219,0.0674097957936378,-0.173286261169766,0.0742655947985579,-0.0493488012063503
"8",0.0714098583272002,0.189359852140402,0.176059029981791,-0.12921690193054,-0.0768539424534325,-0.0661115944757956
"9",0.028236403166028,0.147994817130447,0.123264908015314,-0.0960757096941416,-0.0505257759015584,-0.126129750170833
"10",-0.0479110081890885,0.0874536305205841,0.149764126042939,-0.0242765217222973,-0.0261655594343705,-0.0116348135205172
"11",0.286652163328971,0.26859663938824,0.0566351825869072,-0.11596147091849,0.0304883258933787,-0.0621408116519954
"12",0.0792369804235076,0.10975020408844,0.125332573332531,-0.12686906691307,0.134537190214426,-0.0479459823696764
"13",0.152598550664581,0.152031924284487,0.037681411683672,-0.070277602546061,-0.0291634084353332,0.0070638653593769
"14",0.0834300411237457,0.20360150857585,0.144213721704581,-0.0657873305128161,0.104323591170528,-0.11137179019396
"15",0.0634616068893447,0.224101544015386,0.125101194121934,-0.207637351576947,0.0662009081493269,-0.0798008717033249
"16",0.142317284878274,0.386437762361575,0.0878726386323039,-0.202013654970857,0.0175848046279069,0.0568686811831551
"17",0.053959786085126,0.161318751296069,0.134722259983973,0.0560829091334609,-0.0216166186676855,-0.160013353540761
"18",0.0539166036215632,0.215180862080668,0.158231942388772,-0.112995339007621,0.00704177525943198,-0.0817155109482451
"19",0.115479996868252,0.186594809823805,0.0960042069547932,-0.0581462772822741,-0.0401518773800034,-0.0884034676024891
"20",-0.0707826309340519,0.153487518527601,0.273906914203391,-0.101029416291254,-0.10560057973713,0.00992592513045238
"21",0.0470991194045325,0.159580760841645,0.170070183653273,-0.075320569079028,-0.0133363187273707,0.0514460985108472
"22",0.0220655582474654,0.134618528023276,0.0861364369989671,-0.192043461887983,-0.00795950517444021,-0.0725803662903496
"23",0.0205844625256358,0.231345997753498,0.0529624356043778,-0.129885593968061,-0.0046734979964634,-0.0156170510049206
"24",0.183250260254176,0.264237123533845,0.242397124038478,-0.165409268689812,-0.0509656037810108,-0.138191574086553
"25",-0.0312920452372481,0.472087276529956,0.15297113787164,-0.199496983370613,0.0159785633951888,0.107895428994255
"26",0.0225183557278499,0.380876981187959,0.118997202002743,-0.212468133075106,0.107792324558318,0.0674893615135382
"27",-0.0186927111856714,0.304030015657305,-0.0192164855279959,-0.329435756603903,0.142713156596816,0.0526169489762761
"28",0.219970073375771,0.130181140971105,0.194978645431153,0.0291834989250862,-0.0402763801756022,-0.0917407025540885
"29",0.222458895292114,0.137632717511047,0.21821735050009,0.00524489587166869,-0.0402991417279493,-0.077994839425507
"30",-0.0355368008202269,0.175788406204728,0.0412649377665924,-0.122450769502995,-0.000353508435913755,0.0506969494038233
"31",0.0765782027487493,0.115403740390791,0.0838219691699115,-0.0279824949820932,-0.0475783772511004,-0.0109480515776213
"32",0.114371567487922,0.303582118455087,0.105747861187156,-0.226850934156688,0.0583330554498707,-0.0701356423524247
"33",0.207724421586553,0.319849690972488,0.181562021780049,-0.219248454309669,0.0812102859812925,-0.108165391203473
"34",0.15612191894791,0.31875818143089,0.119046303990873,-0.228777790119519,0.228860337404256,-0.213140803525893
"35",0.114427518906444,0.463764823957404,0.168963576015885,-0.37723947403215,0.0998906904138215,-0.16224885824592
"36",0.0791148119391573,0.443509532130287,0.0691678335330117,-0.38318076647201,0.0988680235726804,-0.132057926868251
"37",0.101000575688491,0.0357788199963201,0.163770640714969,-0.119770182697312,-0.0273484150504866,-0.0287551046224161
"38",0.0106110015555785,0.162413934029901,0.131789790054954,0.0809634221527807,0.0225873304800331,-0.0252072811972159
"39",0.0822768814785312,0.0708845677478248,0.109734625780322,-0.180418969572353,-0.0440171385950592,-0.0207006258096648
"40",0.0404220095677407,0.226640771186642,0.107995272449913,-0.186574253291176,-0.106892951852345,-0.0143393355092041
"41",0.114749200506335,0.202825366615148,0.113792073222584,0.000736007241297283,0.119919493008871,-0.107529772275721
"42",0.0973601817813229,0.23136407331332,0.0982286748535619,-0.203011835474221,-0.0606259761809214,-0.0511592768731987
"43",0.0642457434837427,0.108629659691111,0.102369741943785,-0.0379687595883182,0.0772376254200028,-0.0878843810047393
"44",0.00336795049175949,0.139446807594567,0.128433067231608,-0.145104045968011,0.0432405291857892,-0.124708464943955
"45",0.122785384048469,0.280944299941592,0.0535971830433165,-0.160583931801072,0.0610967978454412,-0.131561523971995
"46",0.0117052561215533,0.143243263199803,-0.000185152578150022,-0.092040436793516,-0.0285099204809158,0.00692252663345335
"47",0.115828346190371,0.393328542247366,0.194178011315922,-0.28248802056103,0.14915607729022,-0.135643661323924
"48",0.21565462597373,0.204225478867904,0.0180645043400293,-0.179401075453635,0.00613271556818725,-0.0869923376757236
"49",0.0544339115433514,0.169356535911041,0.198537763850233,-0.136300725343563,0.0984093107037904,0.0399165162852349
"50",0.124282025599286,0.17985495136698,-0.0130984482618269,-0.0883104135045968,-0.0427381578391096,-0.0968387041095979
